scenario,iso,year,gini
SSP2,KEN,2090,0.520120998
SSP2,KEN,2095,0.518687323
SSP2,KEN,2100,0.517129972
SSP2,KGZ,2010,0.2777
SSP2,KGZ,2015,0.277822143
SSP2,KGZ,2020,0.280837582
SSP2,KGZ,2025,0.283819495
SSP2,KGZ,2030,0.285794777
SSP2,KGZ,2035,0.287185495
SSP2,KGZ,2040,0.288347302
SSP2,KGZ,2045,0.289361124
SSP2,KGZ,2050,0.290260845
SSP2,KGZ,2055,0.290883178
SSP2,KGZ,2060,0.290976827
SSP2,KGZ,2065,0.290473857
SSP2,KGZ,2070,0.289392877
SSP2,KGZ,2075,0.288538927
SSP2,KGZ,2080,0.287553805
SSP2,KGZ,2085,0.286268863
SSP2,KGZ,2090,0.284688451
SSP2,KGZ,2095,0.28296912
SSP2,KGZ,2100,0.281477315
SSP2,KHM,2010,0.377
SSP2,KHM,2015,0.37736907
SSP2,KHM,2020,0.380037655
SSP2,KHM,2025,0.37828608
SSP2,KHM,2030,0.375643428
SSP2,KHM,2035,0.372386987
SSP2,KHM,2040,0.36594846
SSP2,KHM,2045,0.35731187
SSP2,KHM,2050,0.347427172
SSP2,KHM,2055,0.336351426
SSP2,KHM,2060,0.32462286
SSP2,KHM,2065,0.312684939
SSP2,KHM,2070,0.303034843
SSP2,KHM,2075,0.295233904
SSP2,KHM,2080,0.288927607
SSP2,KHM,2085,0.28382944
SSP2,KHM,2090,0.279707839
SSP2,KHM,2095,0.276375649
SSP2,KHM,2100,0.269987864
SSP2,KOR,2010,0.3865
SSP2,KOR,2015,0.38686907
SSP2,KOR,2020,0.389537655
SSP2,KOR,2025,0.38778608
SSP2,KOR,2030,0.385143428
SSP2,KOR,2035,0.381886987
SSP2,KOR,2040,0.37544846
SSP2,KOR,2045,0.36681187
SSP2,KOR,2050,0.356927172
SSP2,KOR,2055,0.345851426
SSP2,KOR,2060,0.33412286
SSP2,KOR,2065,0.322184939
SSP2,KOR,2070,0.312534843
SSP2,KOR,2075,0.304733904
SSP2,KOR,2080,0.298427607
SSP2,KOR,2085,0.29332944
SSP2,KOR,2090,0.289207839
SSP2,KOR,2095,0.285875649
SSP2,KOR,2100,0.279487864
SSP2,KWT,2010,0.414804506
SSP2,KWT,2015,0.413807847
SSP2,KWT,2020,0.413825879
SSP2,KWT,2025,0.412695662
SSP2,KWT,2030,0.41095992
SSP2,KWT,2035,0.408014521
SSP2,KWT,2040,0.403631054
SSP2,KWT,2045,0.39748745
SSP2,KWT,2050,0.389254744
SSP2,KWT,2055,0.379476696
SSP2,KWT,2060,0.36938453
SSP2,KWT,2065,0.35854104
SSP2,KWT,2070,0.348026729
SSP2,KWT,2075,0.338283282
SSP2,KWT,2080,0.329929092
SSP2,KWT,2085,0.322785865
SSP2,KWT,2090,0.316429293
SSP2,KWT,2095,0.310356746
SSP2,KWT,2100,0.304058301
SSP2,LAO,2010,0.4364
SSP2,LAO,2015,0.4333788
SSP2,LAO,2020,0.430298562
SSP2,LAO,2025,0.429018522
SSP2,LAO,2030,0.427380764
SSP2,LAO,2035,0.424870732
SSP2,LAO,2040,0.422675713
SSP2,LAO,2045,0.4179959
SSP2,LAO,2050,0.409721866
SSP2,LAO,2055,0.400220529
SSP2,LAO,2060,0.390975425
SSP2,LAO,2065,0.379088026
SSP2,LAO,2070,0.367162278
SSP2,LAO,2075,0.354709529
SSP2,LAO,2080,0.344325941
SSP2,LAO,2085,0.335878835
SSP2,LAO,2090,0.328390473
SSP2,LAO,2095,0.320447176
SSP2,LAO,2100,0.315075531
SSP2,LBN,2010,0.43
SSP2,LBN,2015,0.428157224
SSP2,LBN,2020,0.427075219
SSP2,LBN,2025,0.425631278
SSP2,LBN,2030,0.423644229
SSP2,LBN,2035,0.420874752
SSP2,LBN,2040,0.417204733
SSP2,LBN,2045,0.411149584
SSP2,LBN,2050,0.402315699
SSP2,LBN,2055,0.392267114
SSP2,LBN,2060,0.382158783
SSP2,LBN,2065,0.370253823
SSP2,LBN,2070,0.359119069
SSP2,LBN,2075,0.348283243
SSP2,LBN,2080,0.33931688
SSP2,LBN,2085,0.332033831
SSP2,LBN,2090,0.325715721
SSP2,LBN,2095,0.319375199
SSP2,LBN,2100,0.313650354
SSP2,LBR,2010,0.4248
SSP2,LBR,2015,0.423914693
SSP2,LBR,2020,0.424456253
SSP2,LBR,2025,0.422879142
SSP2,LBR,2030,0.420608295
SSP2,LBR,2035,0.417628019
SSP2,LBR,2040,0.412759562
SSP2,LBR,2045,0.405586953
SSP2,LBR,2050,0.396298189
SSP2,LBR,2055,0.385804964
SSP2,LBR,2060,0.374995262
SSP2,LBR,2065,0.363076034
SSP2,LBR,2070,0.352583962
SSP2,LBR,2075,0.343061885
SSP2,LBR,2080,0.335247018
SSP2,LBR,2085,0.328909766
SSP2,LBR,2090,0.323542486
SSP2,LBR,2095,0.318504218
SSP2,LBR,2100,0.312492398
SSP2,LBY,2010,0.414804506
SSP2,LBY,2015,0.413807847
SSP2,LBY,2020,0.413825879
SSP2,LBY,2025,0.412695662
SSP2,LBY,2030,0.41095992
SSP2,LBY,2035,0.408014521
SSP2,LBY,2040,0.403631054
SSP2,LBY,2045,0.39748745
SSP2,LBY,2050,0.389254744
SSP2,LBY,2055,0.379476696
SSP2,LBY,2060,0.36938453
SSP2,LBY,2065,0.35854104
SSP2,LBY,2070,0.348026729
SSP2,LBY,2075,0.338283282
SSP2,LBY,2080,0.329929092
SSP2,LBY,2085,0.322785865
SSP2,LBY,2090,0.316429293
SSP2,LBY,2095,0.310356746
SSP2,LBY,2100,0.304058301
SSP2,LCA,2010,0.4258
SSP2,LCA,2015,0.424730565
SSP2,LCA,2020,0.4249599
SSP2,LCA,2025,0.423408399
SSP2,LCA,2030,0.421192128
SSP2,LCA,2035,0.418252391
SSP2,LCA,2040,0.413614402
SSP2,LCA,2045,0.406656689
SSP2,LCA,2050,0.397455402
SSP2,LCA,2055,0.387047685
SSP2,LCA,2060,0.376372862
SSP2,LCA,2065,0.364456378
SSP2,LCA,2070,0.353840713
SSP2,LCA,2075,0.344065992
SSP2,LCA,2080,0.336029683
SSP2,LCA,2085,0.329510548
SSP2,LCA,2090,0.323960416
SSP2,LCA,2095,0.318671714
SSP2,LCA,2100,0.312715082
SSP2,LKA,2010,0.437866667
SSP2,LKA,2015,0.434575412
SSP2,LKA,2020,0.431037245
SSP2,LKA,2025,0.429794765
SSP2,LKA,2030,0.428237053
SSP2,LKA,2035,0.425786477
SSP2,LKA,2040,0.423929479
SSP2,LKA,2045,0.419564848
SSP2,LKA,2050,0.411419113
SSP2,LKA,2055,0.402043187
SSP2,LKA,2060,0.392995906
SSP2,LKA,2065,0.381112531
SSP2,LKA,2070,0.369005514
SSP2,LKA,2075,0.35618222
SSP2,LKA,2080,0.345473851
SSP2,LKA,2085,0.336759982
SSP2,LKA,2090,0.329003436
SSP2,LKA,2095,0.320692837
SSP2,LKA,2100,0.315402134
SSP2,LSO,2010,0.6018
SSP2,LSO,2015,0.601665623
SSP2,LSO,2020,0.601286161
SSP2,LSO,2025,0.599786143
SSP2,LSO,2030,0.597625618
SSP2,LSO,2035,0.595997752
SSP2,LSO,2040,0.593784838
SSP2,LSO,2045,0.590982555
SSP2,LSO,2050,0.588524206
SSP2,LSO,2055,0.586750969
SSP2,LSO,2060,0.584635865
SSP2,LSO,2065,0.582311253
SSP2,LSO,2070,0.581378637
SSP2,LSO,2075,0.580402626
SSP2,LSO,2080,0.579317434
SSP2,LSO,2085,0.578129843
SSP2,LSO,2090,0.576820998
SSP2,LSO,2095,0.575387323
SSP2,LSO,2100,0.573829972
SSP2,LTU,2010,0.35764088
SSP2,LTU,2015,0.36483173
SSP2,LTU,2020,0.37819622
SSP2,LTU,2025,0.39077595
SSP2,LTU,2030,0.40160866
SSP2,LTU,2035,0.41036465
SSP2,LTU,2040,0.41815685
SSP2,LTU,2045,0.42525177
SSP2,LTU,2050,0.43186325
SSP2,LTU,2055,0.43839886
SSP2,LTU,2060,0.44502899
SSP2,LTU,2065,0.45162571
SSP2,LTU,2070,0.45802086
SSP2,LTU,2075,0.46424915
SSP2,LTU,2080,0.47054237
SSP2,LTU,2085,0.47720055
SSP2,LTU,2090,0.48440937
SSP2,LTU,2095,0.49213867
SSP2,LTU,2100,0.50024021
SSP2,LUX,2010,0.28509956
SSP2,LUX,2015,0.27566338
SSP2,LUX,2020,0.2764826
SSP2,LUX,2025,0.27764473
SSP2,LUX,2030,0.2782338
SSP2,LUX,2035,0.27833199
SSP2,LUX,2040,0.27795967
SSP2,LUX,2045,0.27716206
SSP2,LUX,2050,0.27599035
SSP2,LUX,2055,0.27451433
SSP2,LUX,2060,0.27280725
SSP2,LUX,2065,0.27096485
SSP2,LUX,2070,0.26885284
SSP2,LUX,2075,0.26668921
SSP2,LUX,2080,0.26453646
SSP2,LUX,2085,0.2623159
SSP2,LUX,2090,0.26001762
SSP2,LUX,2095,0.25762348
SSP2,LUX,2100,0.25513098
SSP2,LVA,2010,0.3603
SSP2,LVA,2015,0.362235064
SSP2,LVA,2020,0.366594391
SSP2,LVA,2025,0.370844187
SSP2,LVA,2030,0.374320507
SSP2,LVA,2035,0.37737906
SSP2,LVA,2040,0.381068502
SSP2,LVA,2045,0.384567609
SSP2,LVA,2050,0.387913524
SSP2,LVA,2055,0.391162478
SSP2,LVA,2060,0.394408811
SSP2,LVA,2065,0.397887639
SSP2,LVA,2070,0.401318021
SSP2,LVA,2075,0.404746022
SSP2,LVA,2080,0.408245139
SSP2,LVA,2085,0.411943596
SSP2,LVA,2090,0.416180167
SSP2,LVA,2095,0.420637829
SSP2,LVA,2100,0.425557005
SSP2,MAC,2010,0.441388871
SSP2,MAC,2015,0.440331712
SSP2,MAC,2020,0.439736196
SSP2,MAC,2025,0.437993841
SSP2,MAC,2030,0.43549192
SSP2,MAC,2035,0.431993849
SSP2,MAC,2040,0.426798259
SSP2,MAC,2045,0.419907063
SSP2,MAC,2050,0.411401195
SSP2,MAC,2055,0.401761239
SSP2,MAC,2060,0.391645363
SSP2,MAC,2065,0.380738656
SSP2,MAC,2070,0.370502071
SSP2,MAC,2075,0.360776653
SSP2,MAC,2080,0.351937235
SSP2,MAC,2085,0.343805436
SSP2,MAC,2090,0.336039543
SSP2,MAC,2095,0.328260577
SSP2,MAC,2100,0.319693109
SSP2,MAR,2010,0.4672
SSP2,MAR,2015,0.464338954
SSP2,MAR,2020,0.461089073
SSP2,MAR,2025,0.460367208
SSP2,MAR,2030,0.45933389
SSP2,MAR,2035,0.45585461
SSP2,MAR,2040,0.452697985
SSP2,MAR,2045,0.448634072
SSP2,MAR,2050,0.441571301
SSP2,MAR,2055,0.431965998
SSP2,MAR,2060,0.422350115
SSP2,MAR,2065,0.412092687
SSP2,MAR,2070,0.39942367
SSP2,MAR,2075,0.386793321
SSP2,MAR,2080,0.375470079
SSP2,MAR,2085,0.365374635
SSP2,MAR,2090,0.355971248
SSP2,MAR,2095,0.346620965
SSP2,MAR,2100,0.340193442
SSP2,MDA,2010,0.3063
SSP2,MDA,2015,0.305938046
SSP2,MDA,2020,0.309146596
SSP2,MDA,2025,0.312465324
SSP2,MDA,2030,0.31464363
SSP2,MDA,2035,0.316178625
SSP2,MDA,2040,0.317503945
SSP2,MDA,2045,0.318711167
SSP2,MDA,2050,0.319836394
SSP2,MDA,2055,0.320659726
SSP2,MDA,2060,0.320858087
SSP2,MDA,2065,0.320338761
SSP2,MDA,2070,0.3191531
SSP2,MDA,2075,0.318409081
SSP2,MDA,2080,0.317530408
SSP2,MDA,2085,0.316297909
SSP2,MDA,2090,0.314713871
SSP2,MDA,2095,0.312977446
SSP2,MDA,2100,0.311662733
SSP2,MDG,2010,0.4663
SSP2,MDG,2015,0.463269528
SSP2,MDG,2020,0.459806575
SSP2,MDG,2025,0.459010629
SSP2,MDG,2030,0.457917864
SSP2,MDG,2035,0.454633004
SSP2,MDG,2040,0.451816489
SSP2,MDG,2045,0.44781526
SSP2,MDG,2050,0.440616417
SSP2,MDG,2055,0.431094772
SSP2,MDG,2060,0.421645638
SSP2,MDG,2065,0.411116132
SSP2,MDG,2070,0.398476511
SSP2,MDG,2075,0.385680535
SSP2,MDG,2080,0.374344007
SSP2,MDG,2085,0.364385105
SSP2,MDG,2090,0.355162376
SSP2,MDG,2095,0.345854989
SSP2,MDG,2100,0.339647795
SSP2,MDV,2010,0.4278
SSP2,MDV,2015,0.426362307
SSP2,MDV,2020,0.425967195
SSP2,MDV,2025,0.424466913
SSP2,MDV,2030,0.422359795
SSP2,MDV,2035,0.419501135
SSP2,MDV,2040,0.415324084
SSP2,MDV,2045,0.408796163
SSP2,MDV,2050,0.39976983
SSP2,MDV,2055,0.389533127
SSP2,MDV,2060,0.379128063
SSP2,MDV,2065,0.367217066
SSP2,MDV,2070,0.356354216
SSP2,MDV,2075,0.346074207
SSP2,MDV,2080,0.337595015
SSP2,MDV,2085,0.330712111
SSP2,MDV,2090,0.324796276
SSP2,MDV,2095,0.319006707
SSP2,MDV,2100,0.313160449
SSP2,MEX,2010,0.54873459
SSP2,MEX,2015,0.54597805
SSP2,MEX,2020,0.54181522
SSP2,MEX,2025,0.53141003
SSP2,MEX,2030,0.51793068
SSP2,MEX,2035,0.50262959
SSP2,MEX,2040,0.48356915
SSP2,MEX,2045,0.46081604
SSP2,MEX,2050,0.43436825
SSP2,MEX,2055,0.40421646
SSP2,MEX,2060,0.37023067
SSP2,MEX,2065,0.332431883
SSP2,MEX,2070,0.29834701
SSP2,MEX,2075,0.270630424
SSP2,MEX,2080,0.248092299
SSP2,MEX,2085,0.22976511
SSP2,MEX,2090,0.214862103
SSP2,MEX,2095,0.202743517
SSP2,MEX,2100,0.19288912
SSP2,MKD,2010,0.4405
SSP2,MKD,2015,0.442435064
SSP2,MKD,2020,0.446794391
SSP2,MKD,2025,0.451044187
SSP2,MKD,2030,0.454520507
SSP2,MKD,2035,0.45757906
SSP2,MKD,2040,0.461268502
SSP2,MKD,2045,0.464767609
SSP2,MKD,2050,0.468113524
SSP2,MKD,2055,0.471362478
SSP2,MKD,2060,0.474608811
SSP2,MKD,2065,0.478087639
SSP2,MKD,2070,0.481518021
SSP2,MKD,2075,0.484946022
SSP2,MKD,2080,0.488445139
SSP2,MKD,2085,0.492143596
SSP2,MKD,2090,0.496380167
SSP2,MKD,2095,0.500837829
SSP2,MKD,2100,0.505757005
SSP2,MLI,2010,0.3904
SSP2,MLI,2015,0.39076907
SSP2,MLI,2020,0.393437655
SSP2,MLI,2025,0.39168608
SSP2,MLI,2030,0.389043428
SSP2,MLI,2035,0.385786987
SSP2,MLI,2040,0.37934846
SSP2,MLI,2045,0.37071187
SSP2,MLI,2050,0.360827172
SSP2,MLI,2055,0.349751426
SSP2,MLI,2060,0.33802286
SSP2,MLI,2065,0.326084939
SSP2,MLI,2070,0.316434843
SSP2,MLI,2075,0.308633904
SSP2,MLI,2080,0.302327607
SSP2,MLI,2085,0.29722944
SSP2,MLI,2090,0.293107839
SSP2,MLI,2095,0.289775649
SSP2,MLI,2100,0.283387864
SSP2,MLT,2010,0.27524786
SSP2,MLT,2015,0.27697582
SSP2,MLT,2020,0.28017685
SSP2,MLT,2025,0.28213514
SSP2,MLT,2030,0.28323486
SSP2,MLT,2035,0.28327551
SSP2,MLT,2040,0.28242727
SSP2,MLT,2045,0.28093964
SSP2,MLT,2050,0.27907803
SSP2,MLT,2055,0.27705009
SSP2,MLT,2060,0.27497967
SSP2,MLT,2065,0.27282373
SSP2,MLT,2070,0.27045578
SSP2,MLT,2075,0.2677873
SSP2,MLT,2080,0.26480829
SSP2,MLT,2085,0.2615859
SSP2,MLT,2090,0.25823723
SSP2,MLT,2095,0.25481153
SSP2,MLT,2100,0.25133942
SSP2,MMR,2010,0.441
SSP2,MMR,2015,0.437131808
SSP2,MMR,2020,0.43261534
SSP2,MMR,2025,0.431453103
SSP2,MMR,2030,0.430066398
SSP2,MMR,2035,0.427742842
SSP2,MMR,2040,0.42660798
SSP2,MMR,2045,0.42291669
SSP2,MMR,2050,0.415045048
SSP2,MMR,2055,0.405937047
SSP2,MMR,2060,0.397312387
SSP2,MMR,2065,0.385437609
SSP2,MMR,2070,0.372943335
SSP2,MMR,2075,0.359328423
SSP2,MMR,2080,0.347926203
SSP2,MMR,2085,0.338642431
SSP2,MMR,2090,0.33031295
SSP2,MMR,2095,0.321217659
SSP2,MMR,2100,0.316099877
SSP2,MNE,2010,0.3063
SSP2,MNE,2015,0.30666907
SSP2,MNE,2020,0.309337655
SSP2,MNE,2025,0.30758608
SSP2,MNE,2030,0.304943428
SSP2,MNE,2035,0.301686987
SSP2,MNE,2040,0.29524846
SSP2,MNE,2045,0.28661187
SSP2,MNE,2050,0.276727172
SSP2,MNE,2055,0.265651426
SSP2,MNE,2060,0.25392286
SSP2,MNE,2065,0.241984939
SSP2,MNE,2070,0.232334843
SSP2,MNE,2075,0.224533904
SSP2,MNE,2080,0.218227607
SSP2,MNE,2085,0.21312944
SSP2,MNE,2090,0.209007839
SSP2,MNE,2095,0.205675649
SSP2,MNE,2100,0.199287864
SSP2,MNG,2010,0.3988
SSP2,MNG,2015,0.39916907
SSP2,MNG,2020,0.401837655
SSP2,MNG,2025,0.40008608
SSP2,MNG,2030,0.397443428
SSP2,MNG,2035,0.394186987
SSP2,MNG,2040,0.38774846
SSP2,MNG,2045,0.37911187
SSP2,MNG,2050,0.369227172
SSP2,MNG,2055,0.358151426
SSP2,MNG,2060,0.34642286
SSP2,MNG,2065,0.334484939
SSP2,MNG,2070,0.324834843
SSP2,MNG,2075,0.317033904
SSP2,MNG,2080,0.310727607
SSP2,MNG,2085,0.30562944
SSP2,MNG,2090,0.301507839
SSP2,MNG,2095,0.298175649
SSP2,MNG,2100,0.291787864
SSP2,MOZ,2010,0.5158
SSP2,MOZ,2015,0.515610444
SSP2,MOZ,2020,0.515400919
SSP2,MOZ,2025,0.514720913
SSP2,MOZ,2030,0.513433817
SSP2,MOZ,2035,0.509735626
SSP2,MOZ,2040,0.504884228
SSP2,MOZ,2045,0.501129671
SSP2,MOZ,2050,0.497592581
SSP2,MOZ,2055,0.491914426
SSP2,MOZ,2060,0.485490516
SSP2,MOZ,2065,0.481554655
SSP2,MOZ,2070,0.475400899
SSP2,MOZ,2075,0.470520016
SSP2,MOZ,2080,0.465135977
SSP2,MOZ,2085,0.459235184
SSP2,MOZ,2090,0.453271787
SSP2,MOZ,2095,0.448164744
SSP2,MOZ,2100,0.44307359
SSP2,MRT,2010,0.4348
SSP2,MRT,2015,0.432073406
SSP2,MRT,2020,0.429492726
SSP2,MRT,2025,0.428171711
SSP2,MRT,2030,0.42644663
SSP2,MRT,2035,0.423871737
SSP2,MRT,2040,0.421307968
SSP2,MRT,2045,0.416284321
SSP2,MRT,2050,0.407870324
SSP2,MRT,2055,0.398232175
SSP2,MRT,2060,0.388771265
SSP2,MRT,2065,0.376879475
SSP2,MRT,2070,0.365151476
SSP2,MRT,2075,0.353102958
SSP2,MRT,2080,0.343073676
SSP2,MRT,2085,0.334917584
SSP2,MRT,2090,0.327721785
SSP2,MRT,2095,0.320179182
SSP2,MRT,2100,0.314719237
SSP2,MUS,2010,0.418083333
SSP2,MUS,2015,0.418434758
SSP2,MUS,2020,0.421073421
SSP2,MUS,2025,0.4193243
SSP2,MUS,2030,0.416686879
SSP2,MUS,2035,0.413434322
SSP2,MUS,2040,0.407017882
SSP2,MUS,2045,0.398401886
SSP2,MUS,2050,0.388525571
SSP2,MUS,2055,0.37745802
SSP2,MUS,2060,0.36574238
SSP2,MUS,2065,0.353804722
SSP2,MUS,2070,0.344142782
SSP2,MUS,2075,0.336317631
SSP2,MUS,2080,0.329990112
SSP2,MUS,2085,0.324874515
SSP2,MUS,2090,0.320735391
SSP2,MUS,2095,0.317379201
SSP2,MUS,2100,0.310996704
SSP2,MWI,2010,0.5212
SSP2,MWI,2015,0.521054263
SSP2,MWI,2020,0.520709788
SSP2,MWI,2025,0.519378596
SSP2,MWI,2030,0.517397894
SSP2,MWI,2035,0.515343785
SSP2,MWI,2040,0.512587654
SSP2,MWI,2045,0.509589314
SSP2,MWI,2050,0.506908871
SSP2,MWI,2055,0.504331681
SSP2,MWI,2060,0.50132947
SSP2,MWI,2065,0.49867313
SSP2,MWI,2070,0.496665574
SSP2,MWI,2075,0.494885618
SSP2,MWI,2080,0.492915369
SSP2,MWI,2085,0.490757413
SSP2,MWI,2090,0.488490278
SSP2,MWI,2095,0.486300322
SSP2,MWI,2100,0.484015423
SSP2,MYS,2010,0.5226
SSP2,MYS,2015,0.522465623
SSP2,MYS,2020,0.522086161
SSP2,MYS,2025,0.520586143
SSP2,MYS,2030,0.518425618
SSP2,MYS,2035,0.516797752
SSP2,MYS,2040,0.514584838
SSP2,MYS,2045,0.511782555
SSP2,MYS,2050,0.509324206
SSP2,MYS,2055,0.507550969
SSP2,MYS,2060,0.505435865
SSP2,MYS,2065,0.503111253
SSP2,MYS,2070,0.502178637
SSP2,MYS,2075,0.501202626
SSP2,MYS,2080,0.500117434
SSP2,MYS,2085,0.498929843
SSP2,MYS,2090,0.497620998
SSP2,MYS,2095,0.496187323
SSP2,MYS,2100,0.494629972
SSP2,NAM,2010,0.6697
SSP2,NAM,2015,0.669565623
SSP2,NAM,2020,0.669186161
SSP2,NAM,2025,0.667686143
SSP2,NAM,2030,0.665525618
SSP2,NAM,2035,0.663897752
SSP2,NAM,2040,0.661684838
SSP2,NAM,2045,0.658882555
SSP2,NAM,2050,0.656424206
SSP2,NAM,2055,0.654650969
SSP2,NAM,2060,0.652535865
SSP2,NAM,2065,0.650211253
SSP2,NAM,2070,0.649278637
SSP2,NAM,2075,0.648302626
SSP2,NAM,2080,0.647217434
SSP2,NAM,2085,0.646029843
SSP2,NAM,2090,0.644720998
SSP2,NAM,2095,0.643287323
SSP2,NAM,2100,0.641729972
SSP2,NCL,2010,0.421
SSP2,NCL,2015,0.420979464
SSP2,NCL,2020,0.422229945
SSP2,NCL,2025,0.421529051
SSP2,NCL,2030,0.420121053
SSP2,NCL,2035,0.415346957
SSP2,NCL,2040,0.408089385
SSP2,NCL,2045,0.401285742
SSP2,NCL,2050,0.393796207
SSP2,NCL,2055,0.382850587
SSP2,NCL,2060,0.370972286
SSP2,NCL,2065,0.361842532
SSP2,NCL,2070,0.350470356
SSP2,NCL,2075,0.341452687
SSP2,NCL,2080,0.332734014
SSP2,NCL,2085,0.324149599
SSP2,NCL,2090,0.316080424
SSP2,NCL,2095,0.309428924
SSP2,NCL,2100,0.301427632
SSP2,NER,2010,0.3745
SSP2,NER,2015,0.37486907
SSP2,NER,2020,0.377537655
SSP2,NER,2025,0.37578608
SSP2,NER,2030,0.373143428
SSP2,NER,2035,0.369886987
SSP2,NER,2040,0.36344846
SSP2,NER,2045,0.35481187
SSP2,NER,2050,0.344927172
SSP2,NER,2055,0.333851426
SSP2,NER,2060,0.32212286
SSP2,NER,2065,0.310184939
SSP2,NER,2070,0.300534843
SSP2,NER,2075,0.292733904
SSP2,NER,2080,0.286427607
SSP2,NER,2085,0.28132944
SSP2,NER,2090,0.277207839
SSP2,NER,2095,0.273875649
SSP2,NER,2100,0.267487864
SSP2,NGA,2010,0.4897
SSP2,NGA,2015,0.489480379
SSP2,NGA,2020,0.489363446
SSP2,NGA,2025,0.489130234
SSP2,NGA,2030,0.488319036
SSP2,NGA,2035,0.483492804
SSP2,NGA,2040,0.477203796
SSP2,NGA,2045,0.472930381
SSP2,NGA,2050,0.468805525
SSP2,NGA,2055,0.460999728
SSP2,NGA,2060,0.452228113
SSP2,NGA,2065,0.447414344
SSP2,NGA,2070,0.438415787
SSP2,NGA,2075,0.431407287
SSP2,NGA,2080,0.423680968
SSP2,NGA,2085,0.41521213
SSP2,NGA,2090,0.406712644
SSP2,NGA,2095,0.399604122
SSP2,NGA,2100,0.392587533
SSP2,NIC,2010,0.4573
SSP2,NIC,2015,0.456250119
SSP2,NIC,2020,0.455277959
SSP2,NIC,2025,0.455348021
SSP2,NIC,2030,0.454950206
SSP2,NIC,2035,0.449392571
SSP2,NIC,2040,0.44260018
SSP2,NIC,2045,0.437866172
SSP2,NIC,2050,0.432258006
SSP2,NIC,2055,0.421758398
SSP2,NIC,2060,0.410359986
SSP2,NIC,2065,0.40301106
SSP2,NIC,2070,0.390027801
SSP2,NIC,2075,0.379168007
SSP2,NIC,2080,0.367986791
SSP2,NIC,2085,0.356431703
SSP2,NIC,2090,0.345097098
SSP2,NIC,2095,0.335288259
SSP2,NIC,2100,0.326505409
SSP2,NLD,2010,0.26849291
SSP2,NLD,2015,0.26848343
SSP2,NLD,2020,0.27240993
SSP2,NLD,2025,0.27503706
SSP2,NLD,2030,0.27728508
SSP2,NLD,2035,0.27894594
SSP2,NLD,2040,0.28006542
SSP2,NLD,2045,0.28063757
SSP2,NLD,2050,0.28065657
SSP2,NLD,2055,0.28018263
SSP2,NLD,2060,0.27928467
SSP2,NLD,2065,0.27807093
SSP2,NLD,2070,0.27662933
SSP2,NLD,2075,0.27499939
SSP2,NLD,2080,0.27318048
SSP2,NLD,2085,0.27116646
SSP2,NLD,2090,0.26896246
SSP2,NLD,2095,0.26661295
SSP2,NLD,2100,0.2641567
SSP2,NOR,2010,0.2554
SSP2,NOR,2015,0.257338768
SSP2,NOR,2020,0.259629539
SSP2,NOR,2025,0.261347519
SSP2,NOR,2030,0.26256093
SSP2,NOR,2035,0.263410231
SSP2,NOR,2040,0.263958439
SSP2,NOR,2045,0.264246507
SSP2,NOR,2050,0.264299991
SSP2,NOR,2055,0.264168053
SSP2,NOR,2060,0.263868759
SSP2,NOR,2065,0.263427164
SSP2,NOR,2070,0.262739016
SSP2,NOR,2075,0.261472536
SSP2,NOR,2080,0.260087952
SSP2,NOR,2085,0.258606213
SSP2,NOR,2090,0.257039405
SSP2,NOR,2095,0.255384224
SSP2,NOR,2100,0.253227857
SSP2,NPL,2010,0.3875
SSP2,NPL,2015,0.38786907
SSP2,NPL,2020,0.390537655
SSP2,NPL,2025,0.38878608
SSP2,NPL,2030,0.386143428
SSP2,NPL,2035,0.382886987
SSP2,NPL,2040,0.37644846
SSP2,NPL,2045,0.36781187
SSP2,NPL,2050,0.357927172
SSP2,NPL,2055,0.346851426
SSP2,NPL,2060,0.33512286
SSP2,NPL,2065,0.323184939
SSP2,NPL,2070,0.313534843
SSP2,NPL,2075,0.305733904
SSP2,NPL,2080,0.299427607
SSP2,NPL,2085,0.29432944
SSP2,NPL,2090,0.290207839
SSP2,NPL,2095,0.286875649
SSP2,NPL,2100,0.280487864
SSP2,NZL,2010,0.32766598
SSP2,NZL,2015,0.32907761
SSP2,NZL,2020,0.33214157
SSP2,NZL,2025,0.33450443
SSP2,NZL,2030,0.33628448
SSP2,NZL,2035,0.33714321
SSP2,NZL,2040,0.33699543
SSP2,NZL,2045,0.33595184
SSP2,NZL,2050,0.33412189
SSP2,NZL,2055,0.33175365
SSP2,NZL,2060,0.32874367
SSP2,NZL,2065,0.3250074
SSP2,NZL,2070,0.32051781
SSP2,NZL,2075,0.31532007
SSP2,NZL,2080,0.30948225
SSP2,NZL,2085,0.3030603
SSP2,NZL,2090,0.29605892
SSP2,NZL,2095,0.28844051
SSP2,NZL,2100,0.2801639
SSP2,OMN,2010,0.414804506
SSP2,OMN,2015,0.413807847
SSP2,OMN,2020,0.413825879
SSP2,OMN,2025,0.412695662
SSP2,OMN,2030,0.41095992
SSP2,OMN,2035,0.408014521
SSP2,OMN,2040,0.403631054
SSP2,OMN,2045,0.39748745
SSP2,OMN,2050,0.389254744
SSP2,OMN,2055,0.379476696
SSP2,OMN,2060,0.36938453
SSP2,OMN,2065,0.35854104
SSP2,OMN,2070,0.348026729
SSP2,OMN,2075,0.338283282
