scen,period,gini_world_mig,gini_world_nomig,reldif
SSP5,2055,0.28693748499109106,0.29257059917242123,-0.01925386281897179
SSP5,2060,0.2587006843012821,0.2636145709263161,-0.0186404211564144
SSP5,2065,0.23422743650636135,0.2376253941562636,-0.014299640246646983
SSP5,2070,0.21412679358891518,0.21648568412529812,-0.010896288805026244
SSP5,2075,0.20020095384655412,0.20219844265871334,-0.009878853594984083
SSP5,2080,0.19239684339905516,0.19478776667739084,-0.012274504293154798
SSP5,2085,0.19185806299172437,0.19627330291767975,-0.022495366717332987
SSP5,2090,0.1971234549811267,0.20453536263280236,-0.036237780872064085
SSP5,2095,0.20706488134376366,0.2180175828671993,-0.0502376981681667
SSP5,2100,0.22191980385591548,0.23511982990882307,-0.05614169616414921
