scen,country,period,gini,region,dgini_edu,dgini_eduspend,gini_nomig,relgini,worldregion,reldif
SSP1,TUR,2010,0.4004,792,,,0.4004,0.0,ASIA,0.0
SSP1,TWN,2010,0.398,158,,,0.398,0.0,ASIA,0.0
SSP1,TZA,2010,0.4378,834,,,0.4378,0.0,AFR,0.0
SSP1,UGA,2010,0.4898,800,,,0.4898,0.0,AFR,0.0
SSP1,UKR,2010,0.2455,804,,,0.2455,0.0,EUR,0.0
SSP1,URY,2010,0.4337,858,,,0.4337,0.0,LAC,0.0
SSP1,USA,2010,0.40259327,840,,,0.40259327,0.0,NOA,0.0
SSP1,UZB,2010,0.3527,860,,,0.3527,0.0,ASIA,0.0
SSP1,VCT,2010,0.492780875,670,,,0.492780875,0.0,LAC,0.0
SSP1,VEN,2010,0.4694,862,,,0.4694,0.0,LAC,0.0
SSP1,VNM,2010,0.4669,704,,,0.4669,0.0,ASIA,0.0
SSP1,VUT,2010,0.4318,548,,,0.4318,0.0,OCE,0.0
SSP1,WSM,2010,0.4869,882,,,0.4869,0.0,OCE,0.0
SSP1,YEM,2010,0.4189,887,,,0.4189,0.0,ASIA,0.0
SSP1,ZAF,2010,0.6938,710,,,0.6938,0.0,AFR,0.0
SSP1,ZMB,2010,0.6162,894,,,0.6162,0.0,AFR,0.0
SSP1,ZWE,2010,0.454333333,716,,,0.454333333,0.0,AFR,0.0
SSP1,ABW,2015,0.489162648,533,,,,,LAC,
SSP1,AFG,2015,0.333787443,4,,,,,ASIA,
SSP1,AGO,2015,0.485059257,24,,,,,AFR,
SSP1,ALB,2015,0.292351188,8,,,,,EUR,
SSP1,ARE,2015,0.410875223,784,,,,,ASIA,
SSP1,ARG,2015,0.431099813,32,,,,,LAC,
SSP1,ARM,2015,0.311346794,51,,,,,EUR,
SSP1,AUS,2015,0.346940746,36,,,,,OCE,
SSP1,AUT,2015,0.26822889,40,,,,,EUR,
SSP1,AZE,2015,0.167667788,31,,,,,ASIA,
SSP1,BDI,2015,0.389387443,108,,,,,AFR,
SSP1,BEL,2015,0.27331863,56,,,,,EUR,
SSP1,BEN,2015,0.492439285,204,,,,,AFR,
SSP1,BFA,2015,0.454810864,854,,,,,AFR,
SSP1,BGD,2015,0.375587443,50,,,,,ASIA,
SSP1,BGR,2015,0.36742401,100,,,,,EUR,
SSP1,BHR,2015,0.410875223,48,,,,,ASIA,
SSP1,BHS,2015,0.425524555,44,,,,,LAC,
SSP1,BIH,2015,0.328168861,70,,,,,EUR,
SSP1,BLR,2015,0.37473598,112,,,,,EUR,
SSP1,BLZ,2015,0.530947522,84,,,,,LAC,
SSP1,BOL,2015,0.53912163,68,,,,,LAC,
SSP1,BRA,2015,0.5685302,76,,,,,LAC,
SSP1,BRB,2015,0.46631392,52,,,,,LAC,
SSP1,BRN,2015,0.44847948,96,,,,,ASIA,
SSP1,BTN,2015,0.441172285,64,,,,,ASIA,
SSP1,BWA,2015,0.662947522,72,,,,,AFR,
SSP1,CAF,2015,0.620747522,140,,,,,AFR,
SSP1,CAN,2015,0.28223019,124,,,,,NOA,
SSP1,CHE,2015,0.315745676,756,,,,,EUR,
SSP1,CHL,2015,0.55112892,152,,,,,LAC,
SSP1,CHN,2015,0.46056538,156,,,,,ASIA,
SSP1,CIV,2015,0.489774275,384,,,,,AFR,
SSP1,CMR,2015,0.486084261,120,,,,,AFR,
SSP1,COD,2015,0.48140768,180,,,,,AFR,
SSP1,COG,2015,0.459275211,178,,,,,AFR,
SSP1,COL,2015,0.54236568,170,,,,,LAC,
SSP1,COM,2015,0.617647522,174,,,,,AFR,
SSP1,CPV,2015,0.530247522,132,,,,,AFR,
SSP1,CRI,2015,0.4509193,188,,,,,LAC,
SSP1,CUB,2015,0.265787443,192,,,,,LAC,
SSP1,CYP,2015,0.323594695,196,,,,,EUR,
SSP1,CZE,2015,0.2715427,203,,,,,EUR,
SSP1,DEU,2015,0.29710863,276,,,,,EUR,
SSP1,DJI,2015,0.504503582,262,,,,,AFR,
SSP1,DNK,2015,0.24103361,208,,,,,EUR,
SSP1,DOM,2015,0.50705051,214,,,,,LAC,
SSP1,DZA,2015,0.408760162,12,,,,,AFR,
SSP1,ECU,2015,0.38999905,218,,,,,LAC,
SSP1,EGY,2015,0.363287443,818,,,,,AFR,
SSP1,ERI,2015,0.496556736,232,,,,,AFR,
SSP1,ESP,2015,0.31988317,724,,,,,EUR,
SSP1,EST,2015,0.35148479,233,,,,,EUR,
SSP1,ETH,2015,0.387487443,231,,,,,AFR,
SSP1,FIN,2015,0.25280981,246,,,,,EUR,
SSP1,FJI,2015,0.485674259,242,,,,,OCE,
SSP1,FRA,2015,0.28419847,250,,,,,EUR,
SSP1,GAB,2015,0.479524236,266,,,,,AFR,
SSP1,GBR,2015,0.33579544,826,,,,,EUR,
SSP1,GEO,2015,0.416636997,268,,,,,EUR,
SSP1,GHA,2015,0.485571759,288,,,,,AFR,
SSP1,GIN,2015,0.404198474,324,,,,,AFR,
SSP1,GMB,2015,0.531647522,270,,,,,AFR,
SSP1,GNB,2015,0.564947522,624,,,,,AFR,
SSP1,GNQ,2015,0.496556736,226,,,,,AFR,
SSP1,GRC,2015,0.32772743,300,,,,,EUR,
SSP1,GTM,2015,0.5474271,320,,,,,LAC,
SSP1,GUY,2015,0.441306215,328,,,,,LAC,
SSP1,HKG,2015,0.545347522,344,,,,,ASIA,
SSP1,HND,2015,0.572347522,340,,,,,LAC,
SSP1,HRV,2015,0.317039464,191,,,,,EUR,
SSP1,HTI,2015,0.605056613,332,,,,,LAC,
SSP1,HUN,2015,0.26715981,348,,,,,EUR,
SSP1,IDN,2015,0.411069877,360,,,,,ASIA,
SSP1,IND,2015,0.35544987,356,,,,,ASIA,
SSP1,IRL,2015,0.31130737,372,,,,,EUR,
SSP1,IRN,2015,0.453973799,364,,,,,ASIA,
SSP1,IRQ,2015,0.364787443,368,,,,,ASIA,
SSP1,ISL,2015,0.271567788,352,,,,,EUR,
SSP1,ISR,2015,0.36954456,376,,,,,ASIA,
SSP1,ITA,2015,0.31222324,380,,,,,EUR,
SSP1,JAM,2015,0.61126614,388,,,,,LAC,
SSP1,JOR,2015,0.392387443,400,,,,,ASIA,
SSP1,JPN,2015,0.319961076,392,,,,,ASIA,
SSP1,KAZ,2015,0.27542917,398,,,,,ASIA,
SSP1,KEN,2015,0.543447522,404,,,,,AFR,
SSP1,KGZ,2015,0.277239606,417,,,,,ASIA,
SSP1,KHM,2015,0.372787443,116,,,,,ASIA,
SSP1,KOR,2015,0.382287443,410,,,,,ASIA,
SSP1,KWT,2015,0.410875223,414,,,,,ASIA,
SSP1,LAO,2015,0.431784494,418,,,,,ASIA,
