orig,dest,distance
DMA,FIN,10408.490189789083
DMA,FJI,12795.93968129402
DMA,FLK,3621.624290913026
DMA,FRA,7644.508760529862
DMA,FRO,7180.565861943953
DMA,GAB,7986.4453465043625
DMA,GBR,7468.814772219622
DMA,GEO,12050.909490588985
DMA,GHA,6856.224619346877
DMA,GIB,6469.4599789690365
DMA,GIN,5329.992232352917
DMA,GLP,52.63916633740516
DMA,GMB,4974.9416882783125
DMA,GNB,5100.476611730146
DMA,GNQ,7869.732720254704
DMA,GRC,9685.460657658872
DMA,GRD,176.45136499794535
DMA,GRL,3096.8607732759474
DMA,GTM,3241.4279537557577
DMA,GUF,1185.0551494128656
DMA,GUM,17110.75373342771
DMA,GUY,595.6470019913874
DMA,HKG,19420.544836981062
DMA,HND,2871.800304736463
DMA,HRV,9018.80038775894
DMA,HTI,1225.3440973953536
DMA,HUN,9393.296905622901
DMA,IDN,18437.743128419086
DMA,IMN,7103.849006553925
DMA,IND,15444.223746389629
DMA,IRL,6888.5255817507905
DMA,IRN,12677.35268401516
DMA,IRQ,11878.175850365371
DMA,ISL,5749.792894176234
DMA,ISR,10848.007808900016
DMA,ITA,8542.075431605008
DMA,JAM,1716.3984244376863
DMA,JOR,10930.605993425846
DMA,JPN,17299.43544539328
DMA,KAZ,15030.734823387422
DMA,KEN,11025.771364653581
DMA,KGZ,15258.302852889678
DMA,KHM,18490.34866366491
DMA,KIR,13863.810249197173
DMA,KNA,181.47384246497904
DMA,KOR,18401.15820159659
DMA,KWT,12229.770686619146
DMA,LAO,18237.18611373098
DMA,LBN,10905.534618476931
DMA,LBR,5674.706758562954
DMA,LBY,8438.18083071902
DMA,LCA,82.30607727110572
DMA,LIE,8360.606141513397
DMA,LKA,15718.306812274517
DMA,LSO,10666.268657298675
DMA,LTU,10266.789499447294
DMA,LUX,8071.66862256739
DMA,LVA,10213.703876121712
DMA,MAC,19364.88078449623
DMA,MAR,6262.5143285064
DMA,MCO,8040.068567671442
DMA,MDA,10436.851317945118
DMA,MDG,12496.33157704847
DMA,MDV,15027.1256113206
DMA,MEX,4197.1634099213625
DMA,MHL,14112.742413736356
DMA,MKD,9516.37868551259
DMA,MLI,5942.1914054791805
DMA,MLT,8636.410785397806
DMA,MMR,17517.56885864692
DMA,MNE,9290.860861191753
DMA,MNG,18149.556960773098
DMA,MNP,17001.765028582467
DMA,MOZ,11096.230999776786
DMA,MRT,5055.602317823381
DMA,MSR,120.42409970445567
DMA,MTQ,50.9996104128891
DMA,MUS,13576.369448483538
DMA,MWI,10912.025423559031
DMA,MYS,18091.11829628682
DMA,MYT,12124.204123869755
DMA,NAM,9349.582000686049
DMA,NCL,13910.809275637446
DMA,NER,7064.296194642057
DMA,NGA,7680.263715100274
DMA,NIC,2766.0706668036355
DMA,NIU,11525.937301152582
DMA,NLD,8029.419260844339
DMA,NOR,8913.683175635606
DMA,NPL,16328.464035552879
DMA,NRU,14499.10438172905
DMA,NZL,12238.38563147772
DMA,OMN,13364.271647143356
DMA,PAK,15018.107168964232
DMA,PAN,2027.464469397414
DMA,PER,2004.0172735240626
DMA,PHL,19754.303995564514
DMA,PLW,18182.08409514917
DMA,PNG,16381.161625037495
DMA,POL,9738.93508461295
DMA,PRI,547.1662993124299
DMA,PRK,18418.964050164068
DMA,PRT,6119.543076731805
DMA,PRY,2289.786937069826
DMA,PSE,10847.386540231339
DMA,PYF,9386.430529129568
DMA,QAT,12590.031235144517
DMA,REU,13375.586060094185
DMA,ROU,10078.194473850956
DMA,RUS,11602.767222953547
DMA,RWA,10290.070928644382
DMA,SAU,12052.818943791506
DMA,SDN,10446.45715077837
DMA,SEN,4887.968860678668
DMA,SGP,18295.585379694807
DMA,SHN,6711.434774863483
DMA,SLB,15037.635909219649
DMA,SLE,5384.595899449837
DMA,SLV,3092.0289742173773
DMA,SMR,8589.13061632436
DMA,SOM,11931.16266822035
DMA,SPM,1882.9376199370042
DMA,SRB,9477.531431977577
DMA,SSD,10383.961766532751
DMA,STP,7686.626009102727
DMA,SUR,883.2735048079119
DMA,SVK,9203.428951151081
DMA,SVN,8866.360049112945
DMA,SWE,9659.075461042077
DMA,SWZ,10953.529533773244
DMA,SYC,13112.05162794207
DMA,SYR,10990.84098132482
DMA,TCA,1117.9917393531327
DMA,TCD,8506.017339793296
DMA,TGO,7006.59595654234
DMA,THA,18008.34489433818
DMA,TJK,14596.17688920253
DMA,TKL,11928.843674960257
DMA,TKM,13464.795386175505
DMA,TLS,18425.50358298911
DMA,TON,12022.248589473025
DMA,TTO,246.7605764320822
DMA,TUN,8178.143969279841
DMA,TUR,10716.268143825555
DMA,TUV,12987.1813137869
DMA,TWN,19387.344318756324
DMA,TZA,10976.746128157274
DMA,UGA,10539.67682723931
DMA,UKR,10703.005881460567
DMA,URY,2872.428080931809
DMA,USA,1941.3961333699476
DMA,UZB,14672.026089122504
DMA,VAT,8539.239046998604
DMA,VCT,115.87021325934151
DMA,VEN,653.440804304356
DMA,VGB,391.92490048100234
DMA,VIR,422.46063215715947
DMA,VNM,18581.63592008755
DMA,VUT,13882.038795269416
DMA,WLF,12364.121877762567
DMA,WSM,11873.811080142596
DMA,YEM,11745.046660521346
DMA,ZAF,9887.60272369708
DMA,ZMB,10350.318793144548
DMA,ZWE,10708.337640310516
DNK,ABW,9763.33074664732
DNK,AFG,6472.972288830864
DNK,AGO,6973.854571005902
DNK,AIA,9005.033535261875
DNK,ALB,1730.573787452339
DNK,AND,1901.3111199062644
DNK,ARE,5389.485439037271
DNK,ARG,11214.38068320524
DNK,ARM,3847.4324019127184
DNK,ASM,12393.63174161339
DNK,ATG,8932.586886351744
DNK,AUS,9207.44286389064
DNK,AUT,908.8119278028228
DNK,AZE,4380.525558299656
DNK,BDI,6344.3370163259215
DNK,BEL,1056.773111707981
DNK,BEN,5543.259245439817
DNK,BFA,5032.157267372884
DNK,BGD,8651.209181075155
DNK,BGR,1819.3101427815184
DNK,BHR,4999.982669724726
DNK,BHS,10190.239122177907
DNK,BIH,1421.3904237205338
DNK,BLR,1678.7240417647515
DNK,BLZ,11300.397791929096
DNK,BMU,8824.94313973899
DNK,BOL,10589.396679913789
DNK,BRA,9713.94253566355
DNK,BRB,8883.850531506994
DNK,BRN,10414.067766672752
DNK,BTN,8577.66090956717
DNK,BWA,8449.253006712705
DNK,CAF,5521.274317765452
DNK,CAN,9841.806604206642
DNK,CHE,1112.3314111186332
DNK,CHL,11295.991247099744
DNK,CHN,11441.85910663388
DNK,CIV,5859.522605686588
DNK,CMR,5627.8272259652
DNK,COD,6464.764620811813
DNK,COG,6458.492409756538
DNK,COK,11837.091899273119
DNK,COL,10271.649362159811
DNK,COM,7230.452691446692
DNK,CPV,5979.111823364337
DNK,CRI,10945.140462532301
DNK,CUB,10690.518732183175
DNK,CUW,9684.000228350706
DNK,CYM,10631.135097395574
DNK,CYP,3112.0955769567686
DNK,CZE,638.5812176365218
DNK,DEU,354.2589683864144
DNK,DJI,5414.26428242393
DNK,DMA,8953.42155652772
DNK,DNK,0.0
DNK,DOM,9609.282690838376
DNK,DZA,2336.4845160294217
DNK,ECU,10676.655700265193
DNK,EGY,3347.2797846407702
DNK,ERI,4929.969662155643
DNK,ESH,4255.24809828642
DNK,ESP,2473.418956948003
DNK,EST,1412.0919780936242
DNK,ETH,5427.680596510114
DNK,FIN,1455.0689960867062
DNK,FJI,11726.216476439184
DNK,FLK,12216.584405877771
DNK,FRA,1362.3112541003645
DNK,FRO,2261.909852724392
DNK,GAB,6035.518297281005
DNK,GBR,1484.6068456929568
DNK,GEO,3826.886733326247
DNK,GHA,5707.290007590199
DNK,GIB,2938.264036549302
DNK,GIN,5859.1254180807855
DNK,GLP,8958.875706644483
DNK,GMB,5667.414032116359
DNK,GNB,5749.483458253543
DNK,GNQ,5682.78632311713
DNK,GRC,2244.5671523895967
DNK,GRD,9097.069414414638
DNK,GRL,7197.395844074834
DNK,GTM,11452.47207762598
DNK,GUF,8693.24282320776
DNK,GUM,13091.798131716583
DNK,GUY,9025.557036069285
DNK,HKG,10876.156687399367
DNK,HND,11174.946656932576
DNK,HRV,1128.4837073995527
DNK,HTI,9826.69257845774
DNK,HUN,1132.9085989162336
DNK,IDN,9532.120175546257
DNK,IMN,1903.7686673804176
DNK,IND,7356.016787889279
DNK,IRL,2108.6270696898673
DNK,IRN,4681.578927733525
DNK,IRQ,4130.03389781401
DNK,ISL,3942.5697405818164
DNK,ISR,3481.4280501218927
DNK,ITA,1496.221400390291
DNK,JAM,10235.498888603946
DNK,JOR,3521.8935841858165
DNK,JPN,13788.625928551362
DNK,KAZ,6556.1685378839875
DNK,KEN,6250.0526591487005
DNK,KGZ,6945.217388424369
DNK,KHM,9820.138125125855
DNK,KIR,13630.845727323815
DNK,KNA,9004.111963742887
DNK,KOR,12523.58918665224
DNK,KWT,4632.59401612055
DNK,LAO,9730.695046567993
DNK,LBN,3358.0792214245457
DNK,LBR,6039.910600457327
DNK,LBY,2472.400742843746
DNK,LCA,8964.940731638359
DNK,LIE,991.1421415219544
DNK,LKA,7883.3805224369535
DNK,LSO,8883.020323784165
DNK,LTU,1417.9467569583283
DNK,LUX,977.1447222577866
DNK,LVA,1290.545698625571
DNK,MAC,10814.184342139022
DNK,MAR,3223.348748163432
DNK,MCO,1427.5439205569205
DNK,MDA,2022.2094952308798
DNK,MDG,7829.355504793346
DNK,MDV,7518.828218141205
DNK,MEX,12220.210256520088
DNK,MHL,14157.194494502488
DNK,MKD,1755.7379576033036
DNK,MLI,5277.003291997637
DNK,MLT,2148.7556737270334
DNK,MMR,9167.207450547192
DNK,MNE,1598.6085662701034
DNK,MNG,10473.990253257116
DNK,MNP,13284.251682793898
DNK,MOZ,8487.294640852937
DNK,MRT,5213.264111481102
DNK,MSR,8974.964196607169
DNK,MTQ,8950.633282398472
DNK,MUS,7989.659640413418
DNK,MWI,7365.738091753522
DNK,MYS,9418.212817832027
DNK,MYT,7339.901850744818
DNK,NAM,8372.843640203393
DNK,NCL,10951.335229451419
DNK,NER,4785.934316414
DNK,NGA,5130.745975244103
DNK,NIC,11104.35657336555
DNK,NIU,11892.703033020034
DNK,NLD,927.6101815161111
DNK,NOR,503.9194054280775
DNK,NPL,8154.268746567874
DNK,NRU,13197.340091193662
DNK,NZL,9130.450335206535
DNK,OMN,5775.028150009738
DNK,PAK,6878.786916887703
DNK,PAN,10598.264869933979
DNK,PER,10834.343063299026
DNK,PHL,11243.333258490748
DNK,PLW,11948.119385977672
DNK,PNG,11470.951261630627
DNK,POL,1008.4188909691409
DNK,PRI,9269.737182181385
DNK,PRK,12424.848081319842
DNK,PRT,3056.2291443990744
DNK,PRY,10660.361030979117
DNK,PSE,3470.6998221094527
DNK,PYF,12311.627469754614
DNK,QAT,5121.3759345302415
DNK,REU,8016.047929687033
DNK,ROU,1910.670003355512
DNK,RUS,2786.933794262707
DNK,RWA,6212.16677081983
DNK,SAU,4775.5443560432805
DNK,SDN,4642.125572766071
DNK,SEN,5603.304976854689
DNK,SGP,9530.854938567607
DNK,SHN,8170.920361209162
DNK,SLB,12027.905812067456
DNK,SLE,5942.266333450416
DNK,SLV,11340.726317859493
DNK,SMR,1275.0491668507445
DNK,SOM,6210.7587434254365
DNK,SPM,7691.161888281898
DNK,SRB,1452.3759356977844
DNK,SSD,5591.205526548586
DNK,STP,6092.681309501762
DNK,SUR,8849.188572426508
DNK,SVK,953.8014977285865
DNK,SVN,1062.804909907151
DNK,SWE,726.549606881154
DNK,SWZ,8538.823014699441
DNK,SYC,7010.732151403326
DNK,SYR,3447.305211152946
DNK,TCA,9659.645760711786
DNK,TCD,4706.877882072071
DNK,TGO,5602.242239820039
DNK,THA,9491.677415458025
DNK,TJK,6371.996251042088
DNK,TKL,12913.35847063558
DNK,TKM,5308.620809328686
DNK,TLS,10455.553446834516
DNK,TON,11555.175162090007
DNK,TTO,9128.963938609746
DNK,TUN,2072.983282875689
DNK,TUR,2767.9409771090604
DNK,TUV,12785.298956769879
DNK,TWN,11648.438837742398
DNK,TZA,6667.241037011578
DNK,UGA,6030.89868611382
DNK,UKR,2068.022383568879
DNK,URY,11199.724497946281
DNK,USA,10025.512799729819
DNK,UZB,6383.843941637312
DNK,VAT,1495.4981218516716
DNK,VCT,9014.590866134498
DNK,VEN,9563.668432980441
DNK,VGB,9138.037672073044
DNK,VIR,9168.178713742298
DNK,VNM,10073.343291476229
DNK,VUT,11482.031001196076
DNK,WLF,12385.934187707642
DNK,WSM,12420.950982003462
DNK,YEM,5200.457490785849
DNK,ZAF,9530.740549760603
DNK,ZMB,7514.92886177726
DNK,ZWE,7734.130538613973
DOM,ABW,227.6636273939622
DOM,AFG,15515.186898646918
DOM,AGO,9486.049074808905
DOM,AIA,761.3245070757683
DOM,ALB,10140.818355221178
DOM,AND,8143.056649728636
DOM,ARE,13829.775882121201
DOM,ARG,2755.234818849767
DOM,ARM,12848.10568134114
DOM,ASM,10863.24046607399
DOM,ATG,898.160392129358
DOM,AUS,14571.685151579888
DOM,AUT,9872.384678626515
DOM,AZE,13442.046772758657
DOM,BDI,11180.46947585804
DOM,BEL,8608.488101407189
DOM,BEN,8095.061527788474
DOM,BFA,7617.257868378185
DOM,BGD,17830.419274552787
DOM,BGR,10546.458526647402
DOM,BHR,13415.762697671977
DOM,BHS,851.6396533336782
DOM,BIH,10016.948174487312
DOM,BLR,11204.784201467737
DOM,BLZ,2098.3040524248877
DOM,BMU,817.8696941482264
DOM,BOL,1386.7614721424118
DOM,BRA,3053.411634655172
DOM,BRB,1171.0854836656072
DOM,BRN,19233.81303040997
DOM,BTN,17745.94357151675
DOM,BWA,11194.900368092476
DOM,CAF,9901.535889585364
DOM,CAN,1079.623085277987
DOM,CHE,8871.006718276112
DOM,CHL,1892.3636615386517
DOM,CHN,18858.385995719145
DOM,CIV,7389.60981468663
DOM,CMR,9126.115257682934
DOM,COD,9643.89169939294
DOM,COG,9639.658547301067
DOM,COK,9519.858857181216
DOM,COL,663.306796047771
DOM,COM,12823.281553057133
DOM,CPV,5165.511462721966
DOM,CRI,1587.306970414983
DOM,CUB,1392.1164967040738
DOM,CUW,271.6024782628937
DOM,CYM,1276.2100801761821
DOM,CYP,11565.292990861926
DOM,CZE,9694.234408298227
DOM,DEU,9632.89675553578
DOM,DJI,12586.335441572146
DOM,DMA,957.8493459420592
DOM,DNK,9609.282690838376
DOM,DOM,0.0
DOM,DZA,8228.177692032623
DOM,ECU,1102.24086084658
DOM,EGY,11288.23118297042
DOM,ERI,12108.064413619684
DOM,ESH,6335.6451666034645
DOM,ESP,7534.877178907509
DOM,EST,11018.400119290185
DOM,ETH,12109.150830876666
DOM,FIN,11055.595510000496
DOM,FJI,11960.13574734406
DOM,FLK,3449.2821503764403
DOM,FRA,8348.96745777267
DOM,FRO,7675.96032288763
DOM,GAB,8934.978616300552
DOM,GBR,8134.051318076431
DOM,GEO,12900.637756083159
DOM,GHA,7812.154955271849
DOM,GIB,7292.835176857508
DOM,GIN,6287.83741912001
DOM,GLP,916.2895743572044
DOM,GMB,5929.835886460558
DOM,GNB,6057.381399341576
DOM,GNQ,8824.409659436436
DOM,GRC,10531.288235848555
DOM,GRD,951.7812030862184
DOM,GRL,3074.0654559192953
DOM,GTM,2294.3498942156084
DOM,GUF,2074.0291731531506
DOM,GUM,16154.655811189177
DOM,GUY,1419.3484735099935
DOM,HKG,19539.043568228077
DOM,HND,1925.8332247554056
DOM,HRV,9787.35519773661
DOM,HTI,270.64124067085237
DOM,HUN,10152.374921655828
DOM,IDN,19086.570125085447
DOM,IMN,7719.735610124764
DOM,IND,16377.516276484706
DOM,IRL,7508.58523080546
DOM,IRN,13566.126816154094
DOM,IRQ,12770.933200264039
DOM,ISL,6121.115994136781
DOM,ISR,11741.511388032273
DOM,ITA,9340.341403286448
DOM,JAM,766.700986118961
DOM,JOR,11823.676681357272
DOM,JPN,16580.957689936793
DOM,KAZ,15901.513236956162
DOM,KEN,11978.111936454827
DOM,KGZ,16161.53544018524
DOM,KHM,19400.456768848257
DOM,KIR,12918.217382153865
DOM,KNA,799.8720584839621
DOM,KOR,17908.31484262024
DOM,KWT,13141.569972723917
DOM,LAO,19186.592408281405
DOM,LBN,11788.19369356507
DOM,LBR,6630.38695932076
DOM,LBY,9309.014249553715
DOM,LCA,1011.8858239537358
DOM,LIE,9102.02530875368
DOM,LKA,16671.667099212576
DOM,LSO,11480.443962516501
DOM,LTU,10971.801546654775
DOM,LUX,8777.80600555798
DOM,LVA,10892.1805691207
DOM,MAC,19607.866344582897
DOM,MAR,7103.619932825005
DOM,MCO,8811.664258841525
DOM,MDA,11220.788319950203
DOM,MDG,13409.814941437711
DOM,MDV,15983.537142163506
DOM,MEX,3252.1699803021493
DOM,MHL,13155.955640269622
DOM,MKD,10328.207158243124
DOM,MLI,6897.861596355824
DOM,MLT,9486.857434116819
DOM,MMR,18466.846767554634
DOM,MNE,10095.563391584223
DOM,MNG,18936.360824525458
DOM,MNP,16049.745381431509
DOM,MOZ,11946.423783058004
DOM,MRT,5997.756677211411
DOM,MSR,858.8091716189994
DOM,MTQ,997.6574441524095
DOM,MUS,14501.478984606356
DOM,MWI,11827.316982669556
DOM,MYS,18982.5714501122
DOM,MYT,13055.201992399621
DOM,NAM,10189.838946507783
DOM,NCL,13149.734023823268
DOM,NER,8018.2570013775485
DOM,NGA,8638.044793093068
DOM,NIC,1821.519893245295
DOM,NIU,10673.67471297387
DOM,NLD,8699.931735846461
DOM,NOR,9512.48312596281
DOM,NPL,17270.323451878772
DOM,NRU,13563.455516934215
DOM,NZL,11671.843610557144
DOM,OMN,14297.747867604081
DOM,PAK,15938.319972442914
DOM,PAN,1101.9250113263154
DOM,PER,1225.092014444971
DOM,PHL,18796.50770561679
DOM,PLW,17239.674882018753
DOM,PNG,15552.792643492023
DOM,POL,10456.673490334926
DOM,PRI,422.22575475799
DOM,PRK,17999.625334194166
DOM,PRT,6910.136994161964
DOM,PRY,2466.817685775786
DOM,PSE,11740.207090759543
DOM,PYF,8491.6703094976
DOM,QAT,13516.989834059346
DOM,REU,14295.152545628505
DOM,ROU,10878.031799764683
DOM,RUS,12334.51627238323
DOM,RWA,11239.489207209506
DOM,SAU,12980.086425997571
DOM,SDN,11395.867944784346
DOM,SEN,5840.461360084265
DOM,SGP,19136.12551233404
DOM,SHN,7556.747099617621
DOM,SLB,14168.708921622465
DOM,SLE,6342.131408493725
DOM,SLV,2145.3716167372318
DOM,SMR,9368.537212300182
DOM,SOM,12888.132797069524
DOM,SPM,2051.5043324890257
DOM,SRB,10263.871459090346
DOM,SSD,11341.444582377391
DOM,STP,8634.214189657254
DOM,SUR,1753.8556889026004
DOM,SVK,9951.997675457716
DOM,SVN,9629.63392726216
DOM,SWE,10291.29553754356
DOM,SWZ,11798.09429955935
DOM,SYC,14065.42589466282
DOM,SYR,11876.24673870471
DOM,TCA,176.51310658388658
DOM,TCD,9461.41506260433
DOM,TGO,7963.247394593358
DOM,THA,18947.687059622775
DOM,TJK,15498.177156982185
DOM,TKL,11017.499290264734
DOM,TKM,14352.678517977105
DOM,TLS,17837.960426474798
DOM,TON,11197.494523334455
DOM,TTO,997.1077190342482
DOM,TUN,9016.487606520046
DOM,TUR,11559.8996865422
DOM,TUV,12081.138174964432
DOM,TWN,18708.255006829906
DOM,TZA,11919.105660382433
DOM,UGA,11493.352642542135
DOM,UKR,11461.412049996248
DOM,URY,2955.6710283630955
DOM,USA,1011.9167977267175
DOM,UZB,15566.956324130764
DOM,VAT,9337.389728228216
DOM,VCT,994.8837679965118
DOM,VEN,468.8322842043396
DOM,VGB,587.8544898910966
DOM,VIR,552.953401284676
DOM,VNM,19539.432591659675
DOM,VUT,13067.75517797503
DOM,WLF,11481.721342297853
DOM,WSM,10988.651450818696
DOM,YEM,12694.572616219712
DOM,ZAF,10635.523443428618
DOM,ZMB,11252.740830912966
DOM,ZWE,11602.483932226116
DZA,ABW,8326.42846446905
DZA,AFG,7357.315555486801
DZA,AGO,5136.385949651272
DZA,AIA,7514.734297447228
DZA,ALB,1931.0237300195215
DZA,AND,661.60462668488
DZA,ARE,5816.200291485124
DZA,ARG,9230.556687108583
DZA,ARM,4625.108654532776
DZA,ASM,14340.185755928298
DZA,ATG,7408.737675734257
DZA,AUS,11536.01365151454
DZA,AUT,1940.8301416992285
DZA,AZE,5222.193582412773
DZA,BDI,5145.333994184989
DZA,BEL,1571.088810211029
DZA,BEN,3376.6174710091773
DZA,BFA,2759.097420582523
DZA,BGD,9716.173110555705
DZA,BGR,2344.9014354024994
DZA,BHR,5379.597362331326
DZA,BHS,8970.277271138459
DZA,BIH,1870.5525306411553
DZA,BLR,3280.1732057324743
DZA,BLZ,10219.401987714436
DZA,BMU,7552.233271894465
DZA,BOL,8901.646185776588
DZA,BRA,7611.278246674701
DZA,BRB,7270.123357028408
DZA,BRN,12017.783394652946
DZA,BTN,9632.716770671768
DZA,BWA,7013.887776669579
DZA,CAF,3924.7750981733975
DZA,CAN,8776.245193840534
DZA,CHE,1230.7246874051093
DZA,CHL,9615.21027215069
DZA,CHN,12603.420610829091
DZA,CIV,3578.38566808286
DZA,CMR,3744.5516061764133
DZA,COD,4701.198176705188
DZA,COG,4693.993027283013
DZA,COK,13458.837469895076
DZA,COL,8851.358497339726
DZA,COM,6535.031669391193
DZA,CPV,3783.6133161194894
DZA,CRI,9761.027236266416
DZA,CUB,9524.858201538684
DZA,CUW,8223.509608235672
DZA,CYM,9433.518154648824
DZA,CYP,3377.000304378384
DZA,CZE,1934.7780402110614
DZA,DEU,2082.121716930351
DZA,DJI,5106.839077233902
DZA,DMA,7398.359917382695
DZA,DNK,2336.4845160294217
DZA,DOM,8228.177692032623
DZA,DZA,0.0
DZA,ECU,9329.174739465876
DZA,EGY,3214.3632761333392
DZA,ERI,4543.049892638263
DZA,ESH,2094.6044887076646
DZA,ESP,853.6042233656829
DZA,EST,3426.424028942105
DZA,ETH,4863.961107299307
DZA,FIN,3495.9186771430936
DZA,FJI,13895.880323019765
DZA,FLK,10205.343740650344
DZA,FRA,1346.645949086918
DZA,FRO,3009.241330401821
DZA,GAB,4079.957022168976
DZA,GBR,1677.9238875877145
DZA,GEO,4673.454800457665
DZA,GHA,3486.96765210373
DZA,GIB,936.1324822545612
DZA,GIN,3527.0645913411286
DZA,GLP,7418.427649727487
DZA,GMB,3370.9065902225043
DZA,GNB,3434.9793785970915
DZA,GNQ,3704.5340524885282
DZA,GRC,2306.7796602805333
DZA,GRD,7507.680780739031
DZA,GRL,6618.9934382985875
DZA,GTM,10403.396099090518
DZA,GUF,6845.235241638666
DZA,GUM,15118.862990765214
DZA,GUY,7308.043519970854
DZA,HKG,12273.956477845732
DZA,HND,10062.00318887371
DZA,HRV,1747.5087204919662
DZA,HTI,8483.69352577123
DZA,HUN,2128.890767738997
DZA,IDN,11040.400200883938
DZA,IMN,2106.9065959583922
DZA,IND,8264.725935772538
DZA,IRL,2111.5840693945306
DZA,IRN,5381.984426625546
DZA,IRQ,4612.383657022336
DZA,ISL,4069.465999596793
DZA,ISR,3615.3766208807915
DZA,ITA,1192.7489076768477
DZA,JAM,8958.164667816029
DZA,JOR,3692.779295020276
DZA,JPN,15197.834265211068
DZA,KAZ,7676.8652167758855
DZA,KEN,5404.411550299154
DZA,KGZ,7968.174524970682
DZA,KHM,11172.291765024453
DZA,KIR,15931.979260092794
DZA,KNA,7496.644997407572
DZA,KOR,13784.464807115623
DZA,KWT,5048.559796680549
DZA,LAO,10998.55472236024
DZA,LBN,3620.2853202000706
DZA,LBR,3705.5523409804628
DZA,LBY,1206.3006871033344
DZA,LCA,7386.530075332786
DZA,LIE,1355.4233073394332
DZA,LKA,8694.974383255178
DZA,LSO,7499.806275261977
DZA,LTU,3130.759543633798
DZA,LUX,1466.2993207000636
DZA,LVA,3192.12167738756
DZA,MAC,12204.118600663667
DZA,MAR,1139.6375225933728
DZA,MCO,913.4154955254703
DZA,MDA,3069.419896669158
DZA,MDG,7252.384687932482
DZA,MDV,8136.97923631199
DZA,MEX,11318.641696219449
DZA,MHL,16484.72754827635
DZA,MKD,2122.8851051867796
DZA,MLI,2942.6488374935343
DZA,MLT,1279.4981823029782
DZA,MMR,10324.05226417944
DZA,MNE,1907.320637591274
DZA,MNG,11513.946648912248
DZA,MNP,15300.02303551034
DZA,MOZ,7288.476109698459
DZA,MRT,2947.955921422999
DZA,MSR,7452.716682100292
DZA,MTQ,7381.34803330995
DZA,MUS,7815.398070926181
DZA,MWI,6261.157893037552
DZA,MYS,10754.407693183752
DZA,MYT,6716.659586528773
DZA,NAM,6653.339388109314
DZA,NCL,13253.121748423167
DZA,NER,2584.175171735657
DZA,NGA,3106.0291737133625
DZA,NIC,9969.4981398998
DZA,NIU,13811.823585784483
DZA,NLD,1745.4044956349992
DZA,NOR,2694.988566703921
DZA,NPL,9158.073742628643
DZA,NRU,15530.455335898221
DZA,NZL,11301.77777487631
DZA,OMN,6283.339011732837
DZA,PAK,7790.572481074675
DZA,PAN,9317.172862901192
DZA,PER,9397.973269485381
DZA,PHL,12847.406827522236
DZA,PLW,13888.154771040563
DZA,PNG,13737.877420571987
DZA,POL,2608.147376024835
DZA,PRI,7829.772984044042
DZA,PRK,13645.343711665395
DZA,PRT,1372.3289663834496
DZA,PRY,8690.121440671506
DZA,PSE,3611.161217034576
DZA,PYF,13566.350227113648
DZA,QAT,5497.5211192142215
DZA,REU,7752.940542544528
DZA,ROU,2693.0021320106575
DZA,RUS,4306.47186206679
DZA,RWA,5059.0267435939195
DZA,SAU,4994.962032276638
DZA,SDN,3955.75164447971
DZA,SEN,3324.073880318037
DZA,SGP,10925.946047984226
DZA,SHN,5933.649969165396
DZA,SLB,14364.05889223984
DZA,SLE,3607.5187333865374
DZA,SLV,10265.532136379496
DZA,SMR,1311.420636810177
DZA,SOM,5791.488040680008
DZA,SPM,6649.918255444396
DZA,SRB,2125.8568372938253
DZA,SSD,4605.887617404569
DZA,STP,4055.2444272401694
DZA,SUR,7064.71690401899
DZA,SVK,1998.9789513476674
DZA,SVN,1632.9810035005826
DZA,SWE,2974.336270156179
DZA,SWZ,7286.182243067843
DZA,SYC,6901.478460969572
DZA,SYR,3715.0614910667587
DZA,TCA,8326.759653155681
DZA,TCD,3013.1776462707003
DZA,TGO,3408.7275154743925
DZA,THA,10749.345994992984
DZA,TJK,7312.91858964815
DZA,TKL,14881.132185368906
DZA,TKM,6156.302827860105
DZA,TLS,12393.490422874802
DZA,TON,13595.40771016662
DZA,TTO,7518.861515493807
DZA,TUN,792.3904330110727
DZA,TUR,3332.3026391709045
DZA,TUV,14969.225851780708
DZA,TWN,13104.152021985501
DZA,TZA,5711.873045073273
DZA,UGA,5019.422400041899
DZA,UKR,3378.312128943619
DZA,URY,9169.63150205774
DZA,USA,8907.834108922416
DZA,UZB,7367.974079826535
DZA,VAT,1190.4358521723314
DZA,VCT,7429.523018662546
DZA,VEN,8049.704500133219
DZA,VGB,7674.463982838794
DZA,VIR,7708.5453687669515
DZA,VNM,11367.360014415408
DZA,VUT,13777.755999622736
DZA,WLF,14465.665156462448
DZA,WSM,14395.667185250928
DZA,YEM,5037.971824956314
DZA,ZAF,7865.540737142518
DZA,ZMB,6187.328697478812
DZA,ZWE,6501.824745449518
ECU,ABW,1014.9426982521131
ECU,AFG,16581.30068723293
ECU,AGO,10219.953710222311
ECU,AIA,1827.7621274469084
ECU,ALB,11243.037647453963
ECU,AND,9243.46442803699
ECU,ARE,14873.339133183812
ECU,ARG,2554.3389095210355
ECU,ARM,13946.09443300669
ECU,ASM,10215.128858459911
ECU,ATG,1947.7286549114242
ECU,AUS,14458.250300705517
ECU,AUT,10967.208343529259
ECU,AZE,14538.502060753472
ECU,BDI,12001.89474370776
ECU,BEL,9689.686693745707
